NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE1460_NAIVE_CD4_TCELL_ADULT_BLOOD_VS_THYMIC_STROMAL_CELL_DN	GSE1460_NAIVE_CD4_TCELL_ADULT_BLOOD_VS_THYMIC_STROMAL_CELL_DN		200	-0.419042	-1.3505309	0.08525755	0.11651516	0.421	11865	tags=41%, list=28%, signal=57%	
GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_UP	GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_UP		199	-0.41636044	-1.3505237	0.08726004	0.11647805	0.421	10576	tags=36%, list=25%, signal=48%	
GSE6269_E_COLI_VS_STAPH_AUREUS_INF_PBMC_DN	GSE6269_E_COLI_VS_STAPH_AUREUS_INF_PBMC_DN		175	-0.43722895	-1.3503356	0.12429378	0.116632074	0.421	8400	tags=34%, list=20%, signal=42%	
GSE4590_PRE_BCELL_VS_LARGE_PRE_BCELL_DN	GSE4590_PRE_BCELL_VS_LARGE_PRE_BCELL_DN		156	-0.4405711	-1.3502841	0.124763705	0.116633676	0.421	14450	tags=47%, list=34%, signal=71%	
GSE5589_WT_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_UP	GSE5589_WT_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_UP		200	-0.42642176	-1.350282	0.10144927	0.116591044	0.421	12388	tags=44%, list=29%, signal=62%	
GSE14000_UNSTIM_VS_16H_LPS_DC_UP	GSE14000_UNSTIM_VS_16H_LPS_DC_UP		197	-0.42345107	-1.3502756	0.113553114	0.116553575	0.421	12988	tags=43%, list=31%, signal=61%	
GSE11864_CSF1_IFNG_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN	GSE11864_CSF1_IFNG_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN		195	-0.41726667	-1.3502281	0.11072056	0.11655861	0.421	13066	tags=43%, list=31%, signal=62%	
GSE11864_CSF1_IFNG_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	GSE11864_CSF1_IFNG_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP		197	-0.41869065	-1.3501931	0.097247705	0.11654753	0.421	10276	tags=38%, list=24%, signal=50%	
GSE13484_12H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN	GSE13484_12H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN		198	-0.42439204	-1.3501109	0.07829182	0.11658818	0.421	12871	tags=43%, list=30%, signal=61%	
GSE5542_UNTREATED_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_6H_UP	GSE5542_UNTREATED_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_6H_UP		198	-0.41737455	-1.349974	0.08483755	0.11668822	0.421	11173	tags=39%, list=26%, signal=53%	
GSE15330_WT_VS_IKAROS_KO_HSC_DN	GSE15330_WT_VS_IKAROS_KO_HSC_DN		199	-0.43138537	-1.3499516	0.11962617	0.116663925	0.421	10220	tags=43%, list=24%, signal=56%	
GSE32423_CTRL_VS_IL7_MEMORY_CD8_TCELL_DN	GSE32423_CTRL_VS_IL7_MEMORY_CD8_TCELL_DN		198	-0.41732293	-1.3498601	0.08912656	0.11671003	0.421	11496	tags=40%, list=27%, signal=54%	
GSE2128_C57BL6_VS_NOD_THYMOCYTE_UP	GSE2128_C57BL6_VS_NOD_THYMOCYTE_UP		199	-0.41295755	-1.3498441	0.09171076	0.116681084	0.421	13024	tags=42%, list=31%, signal=61%	
GSE27896_HDAC6_KO_VS_WT_TREG_UP	GSE27896_HDAC6_KO_VS_WT_TREG_UP		176	-0.441548	-1.3497912	0.13182674	0.11669538	0.421	16338	tags=57%, list=39%, signal=93%	
GSE34006_UNTREATED_VS_A2AR_AGONIST_TREATED_TREG_DN	GSE34006_UNTREATED_VS_A2AR_AGONIST_TREATED_TREG_DN		200	-0.42852077	-1.3497081	0.10674157	0.11673297	0.421	13964	tags=49%, list=33%, signal=73%	
GSE2128_C57BL6_VS_NOD_THYMOCYTE_DN	GSE2128_C57BL6_VS_NOD_THYMOCYTE_DN		200	-0.42834103	-1.349632	0.10594796	0.11676758	0.421	9717	tags=39%, list=23%, signal=50%	
GSE7831_UNSTIM_VS_INFLUENZA_STIM_PDC_4H_UP	GSE7831_UNSTIM_VS_INFLUENZA_STIM_PDC_4H_UP		200	-0.43104744	-1.3495861	0.11401869	0.11676023	0.421	16915	tags=56%, list=40%, signal=92%	
GSE5589_IL6_KO_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_180MIN_DN	GSE5589_IL6_KO_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_180MIN_DN		200	-0.42489722	-1.3494997	0.12	0.11680828	0.421	15945	tags=55%, list=38%, signal=88%	
IL21_UP.V1_UP	IL21_UP.V1_UP		185	-0.42323786	-1.3494958	0.09981851	0.11676877	0.421	13454	tags=48%, list=32%, signal=69%	
P53_DN.V2_DN	P53_DN.V2_DN		145	-0.41283375	-1.3494639	0.1005386	0.11675469	0.421	16445	tags=55%, list=39%, signal=90%	
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_FETAL_DN	GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_FETAL_DN		200	-0.405523	-1.3494496	0.10469314	0.11672199	0.421	12491	tags=44%, list=29%, signal=61%	
GSE15750_WT_VS_TRAF6KO_DAY10_EFF_CD8_TCELL_UP	GSE15750_WT_VS_TRAF6KO_DAY10_EFF_CD8_TCELL_UP		200	-0.42473617	-1.3494425	0.11173184	0.11668299	0.421	12581	tags=47%, list=30%, signal=66%	
GSE3982_MAST_CELL_VS_CENT_MEMORY_CD4_TCELL_UP	GSE3982_MAST_CELL_VS_CENT_MEMORY_CD4_TCELL_UP		198	-0.42282054	-1.3494201	0.08471455	0.11665839	0.421	13055	tags=45%, list=31%, signal=65%	
GSE20152_SPHK1_KO_VS_WT_HTNFA_OVERXPRESS_ANKLE_UP	GSE20152_SPHK1_KO_VS_WT_HTNFA_OVERXPRESS_ANKLE_UP		198	-0.42234638	-1.3493341	0.107407406	0.11669546	0.421	14176	tags=48%, list=33%, signal=73%	
GSE35825_IFNA_VS_IFNG_STIM_MACROPHAGE_UP	GSE35825_IFNA_VS_IFNG_STIM_MACROPHAGE_UP		163	-0.43115163	-1.3493245	0.1101083	0.116662405	0.421	12598	tags=45%, list=30%, signal=63%	
GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_DN	GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_DN		197	-0.42162713	-1.3492709	0.100548446	0.1166695	0.421	12641	tags=45%, list=30%, signal=64%	
GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_MAC_UP	GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_MAC_UP		199	-0.41803223	-1.3492407	0.07065217	0.11665965	0.421	14217	tags=50%, list=34%, signal=75%	
GSE1740_UNSTIM_VS_IFNA_STIMULATED_MCSF_DERIVED_MACROPHAGE_DN	GSE1740_UNSTIM_VS_IFNA_STIMULATED_MCSF_DERIVED_MACROPHAGE_DN		193	-0.41359857	-1.3491896	0.067736186	0.11667217	0.421	13724	tags=45%, list=32%, signal=66%	
GSE22025_UNTREATED_VS_TGFB1_TREATED_CD4_TCELL_DN	GSE22025_UNTREATED_VS_TGFB1_TREATED_CD4_TCELL_DN		199	-0.41863015	-1.3491663	0.09689214	0.11665187	0.421	16175	tags=53%, list=38%, signal=85%	
GSE15624_CTRL_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_UP	GSE15624_CTRL_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_UP		133	-0.43599835	-1.348934	0.09328358	0.11683164	0.421	8567	tags=33%, list=20%, signal=41%	
GSE10094_LCMV_VS_LISTERIA_IND_EFF_CD4_TCELL_UP	GSE10094_LCMV_VS_LISTERIA_IND_EFF_CD4_TCELL_UP		199	-0.42741734	-1.3488871	0.09981516	0.11683567	0.421	14297	tags=45%, list=34%, signal=68%	
GSE9316_IL6_KO_VS_IFNG_KO_INVIVO_EXPANDED_CD4_TCELL_UP	GSE9316_IL6_KO_VS_IFNG_KO_INVIVO_EXPANDED_CD4_TCELL_UP		200	-0.43081084	-1.3488624	0.12939002	0.11681404	0.421	13179	tags=50%, list=31%, signal=72%	
GSE2405_0H_VS_12H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	GSE2405_0H_VS_12H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN		199	-0.42596424	-1.3488504	0.08797128	0.116784	0.421	8740	tags=32%, list=21%, signal=40%	
GSE40068_CXCR5NEG_BCL6NEG_CD4_TCELL_VS_CXCR5POS_BCL6NEG_TFH_DN	GSE40068_CXCR5NEG_BCL6NEG_CD4_TCELL_VS_CXCR5POS_BCL6NEG_TFH_DN		200	-0.43169442	-1.3488383	0.09836066	0.11675655	0.421	12675	tags=45%, list=30%, signal=63%	
GSE12198_NK_VS_NK_ACT_EXPANSION_SYSTEM_DERIVED_NK_CELL_UP	GSE12198_NK_VS_NK_ACT_EXPANSION_SYSTEM_DERIVED_NK_CELL_UP		200	-0.42730325	-1.3487885	0.08925319	0.11676358	0.421	14253	tags=47%, list=34%, signal=70%	
P53_DN.V1_UP	P53_DN.V1_UP		193	-0.42211583	-1.3487152	0.08856089	0.116778135	0.421	8689	tags=32%, list=21%, signal=40%	
GSE19923_HEB_KO_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_UP	GSE19923_HEB_KO_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_UP		200	-0.4296474	-1.3486333	0.10746812	0.11682123	0.421	14157	tags=49%, list=33%, signal=73%	
GSE11961_GERMINAL_CENTER_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_DN	GSE11961_GERMINAL_CENTER_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_DN		199	-0.42020372	-1.3485135	0.10326087	0.11689871	0.421	12071	tags=42%, list=28%, signal=59%	
GSE11057_CD4_CENT_MEM_VS_PBMC_DN	GSE11057_CD4_CENT_MEM_VS_PBMC_DN		195	-0.4321273	-1.348454	0.10526316	0.11691488	0.421	15560	tags=55%, list=37%, signal=87%	
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_1H_ACT_CD4_TCELL_UP	GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_1H_ACT_CD4_TCELL_UP		186	-0.40558136	-1.3484466	0.070017956	0.11687653	0.421	9510	tags=34%, list=22%, signal=43%	
GSE27786_LSK_VS_ERYTHROBLAST_DN	GSE27786_LSK_VS_ERYTHROBLAST_DN		200	-0.4151281	-1.3484179	0.07103825	0.11685411	0.421	15360	tags=52%, list=36%, signal=81%	
GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_IFNAR_KO_UP	GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_IFNAR_KO_UP		200	-0.42326272	-1.3484049	0.09430605	0.11681995	0.421	16427	tags=52%, list=39%, signal=84%	
GSE17721_CTRL_VS_PAM3CSK4_8H_BMDC_UP	GSE17721_CTRL_VS_PAM3CSK4_8H_BMDC_UP		200	-0.42286912	-1.3483049	0.09803922	0.11687593	0.421	13731	tags=45%, list=32%, signal=66%	
GSE7852_LN_VS_FAT_TREG_DN	GSE7852_LN_VS_FAT_TREG_DN		200	-0.4240279	-1.3481859	0.0907441	0.11695656	0.421	9458	tags=35%, list=22%, signal=45%	
GSE9650_GP33_VS_GP276_LCMV_SPECIFIC_EXHAUSTED_CD8_TCELL_UP	GSE9650_GP33_VS_GP276_LCMV_SPECIFIC_EXHAUSTED_CD8_TCELL_UP		200	-0.41121548	-1.348183	0.09946714	0.11691615	0.421	14656	tags=51%, list=35%, signal=77%	
GSE3039_CD4_TCELL_VS_NKT_CELL_UP	GSE3039_CD4_TCELL_VS_NKT_CELL_UP		200	-0.4316229	-1.3481519	0.12290503	0.11690293	0.421	16364	tags=58%, list=39%, signal=93%	
GSE27786_CD8_TCELL_VS_NKCELL_DN	GSE27786_CD8_TCELL_VS_NKCELL_DN		200	-0.43042004	-1.348106	0.09057301	0.11690443	0.421	11755	tags=43%, list=28%, signal=59%	
GSE17721_CPG_VS_GARDIQUIMOD_8H_BMDC_DN	GSE17721_CPG_VS_GARDIQUIMOD_8H_BMDC_DN		200	-0.4247736	-1.3480902	0.11720227	0.1168733	0.421	13529	tags=47%, list=32%, signal=68%	
GSE32533_MIR17_KO_VS_MIR17_OVEREXPRESS_ACT_CD4_TCELL_DN	GSE32533_MIR17_KO_VS_MIR17_OVEREXPRESS_ACT_CD4_TCELL_DN		200	-0.41561273	-1.348062	0.08719852	0.116856076	0.422	9208	tags=34%, list=22%, signal=43%	
GSE16450_CTRL_VS_IFNA_6H_STIM_MATURE_NEURON_CELL_LINE_UP	GSE16450_CTRL_VS_IFNA_6H_STIM_MATURE_NEURON_CELL_LINE_UP		199	-0.42492852	-1.34805	0.13562387	0.116826616	0.422	15614	tags=52%, list=37%, signal=82%	
GSE44649_WT_VS_MIR155_KO_ACTIVATED_CD8_TCELL_UP	GSE44649_WT_VS_MIR155_KO_ACTIVATED_CD8_TCELL_UP		199	-0.4354893	-1.3479446	0.12830189	0.11688536	0.423	14726	tags=52%, list=35%, signal=79%	
GSE22886_NEUTROPHIL_VS_MONOCYTE_DN	GSE22886_NEUTROPHIL_VS_MONOCYTE_DN		199	-0.4058772	-1.3479443	0.0822898	0.11684131	0.423	14139	tags=49%, list=33%, signal=74%	
GSE12707_AT16L1_HYPOMORPH_VS_WT_THYMUS_DN	GSE12707_AT16L1_HYPOMORPH_VS_WT_THYMUS_DN		130	-0.42284864	-1.3479438	0.11070111	0.11679689	0.423	11852	tags=43%, list=28%, signal=60%	
GSE6259_BCELL_VS_CD4_TCELL_UP	GSE6259_BCELL_VS_CD4_TCELL_UP		192	-0.43098447	-1.3479034	0.12260536	0.1167951	0.423	17078	tags=59%, list=40%, signal=99%	
GSE4984_UNTREATED_VS_LPS_TREATED_DC_UP	GSE4984_UNTREATED_VS_LPS_TREATED_DC_UP		151	-0.4384185	-1.3478199	0.11962617	0.11682747	0.423	14981	tags=54%, list=35%, signal=83%	
GSE1112_OT1_VS_HY_CD8AB_THYMOCYTE_RTOC_CULTURE_DN	GSE1112_OT1_VS_HY_CD8AB_THYMOCYTE_RTOC_CULTURE_DN		200	-0.42328745	-1.3478003	0.09594096	0.116804406	0.423	14507	tags=48%, list=34%, signal=72%	
GSE17721_0.5H_VS_8H_PAM3CSK4_BMDC_UP	GSE17721_0.5H_VS_8H_PAM3CSK4_BMDC_UP		200	-0.41941696	-1.3477217	0.11090909	0.11684466	0.423	16465	tags=57%, list=39%, signal=93%	
GSE6259_33D1_POS_DC_VS_BCELL_DN	GSE6259_33D1_POS_DC_VS_BCELL_DN		150	-0.42249015	-1.3477199	0.077922076	0.11680157	0.423	11670	tags=40%, list=28%, signal=55%	
GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_UP	GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_UP		195	-0.4205161	-1.3476155	0.11940298	0.1168639	0.423	7242	tags=29%, list=17%, signal=35%	
GSE11961_FOLLICULAR_BCELL_VS_MEMORY_BCELL_DAY40_UP	GSE11961_FOLLICULAR_BCELL_VS_MEMORY_BCELL_DAY40_UP		200	-0.4227916	-1.347538	0.12099644	0.116896614	0.423	13369	tags=46%, list=32%, signal=66%	
GSE22589_HIV_VS_HIV_AND_SIV_INFECTED_DC_UP	GSE22589_HIV_VS_HIV_AND_SIV_INFECTED_DC_UP		199	-0.42297107	-1.3475376	0.082746476	0.11685229	0.423	15431	tags=51%, list=36%, signal=80%	
GSE21063_3H_VS_16H_ANTI_IGM_STIM_NFATC1_KOBCELL_DN	GSE21063_3H_VS_16H_ANTI_IGM_STIM_NFATC1_KOBCELL_DN		200	-0.4182382	-1.3475258	0.110707805	0.116820924	0.423	13766	tags=43%, list=32%, signal=63%	
GSE411_WT_VS_SOCS3_KO_MACROPHAGE_UP	GSE411_WT_VS_SOCS3_KO_MACROPHAGE_UP		200	-0.41030815	-1.3474452	0.08741259	0.116854444	0.423	14798	tags=50%, list=35%, signal=76%	
GSE5589_WT_VS_IL6_KO_LPS_STIM_MACROPHAGE_45MIN_UP	GSE5589_WT_VS_IL6_KO_LPS_STIM_MACROPHAGE_45MIN_UP		199	-0.4236134	-1.3473864	0.11214953	0.11686298	0.423	16163	tags=56%, list=38%, signal=91%	
GSE17721_LPS_VS_CPG_12H_BMDC_UP	GSE17721_LPS_VS_CPG_12H_BMDC_UP		199	-0.4251555	-1.3472656	0.12208258	0.116944626	0.423	14775	tags=51%, list=35%, signal=78%	
GSE21360_NAIVE_VS_SECONDARY_MEMORY_CD8_TCELL_UP	GSE21360_NAIVE_VS_SECONDARY_MEMORY_CD8_TCELL_UP		183	-0.42841193	-1.347244	0.09090909	0.116921134	0.423	15270	tags=50%, list=36%, signal=77%	
GSE45365_CTRL_VS_MCMV_INFECTION_NK_CELL_DN	GSE45365_CTRL_VS_MCMV_INFECTION_NK_CELL_DN		195	-0.41210306	-1.3472363	0.088652484	0.116883144	0.423	13049	tags=44%, list=31%, signal=63%	
MYC_UP.V1_UP	MYC_UP.V1_UP		181	-0.41851446	-1.3471204	0.11231884	0.1169523	0.423	10142	tags=36%, list=24%, signal=47%	
GSE6092_CTRL_VS_BORRELIA_BIRGDOFERI_INF_ENDOTHELIAL_CELL_DN	GSE6092_CTRL_VS_BORRELIA_BIRGDOFERI_INF_ENDOTHELIAL_CELL_DN		149	-0.41936684	-1.3470408	0.11524164	0.11699233	0.423	12583	tags=46%, list=30%, signal=65%	
GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY6_EFFECTOR_CD8_TCELL_UP	GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY6_EFFECTOR_CD8_TCELL_UP		200	-0.41176987	-1.346938	0.09671533	0.11705265	0.423	15437	tags=51%, list=36%, signal=79%	
GSE7831_UNSTIM_VS_CPG_STIM_PDC_1H_DN	GSE7831_UNSTIM_VS_CPG_STIM_PDC_1H_DN		200	-0.41908875	-1.3469303	0.11151079	0.1170184	0.423	13528	tags=46%, list=32%, signal=67%	
GSE9006_HEALTHY_VS_TYPE_2_DIABETES_PBMC_AT_DX_DN	GSE9006_HEALTHY_VS_TYPE_2_DIABETES_PBMC_AT_DX_DN		198	-0.42973968	-1.3469223	0.09683099	0.11698126	0.423	11722	tags=40%, list=28%, signal=56%	
GSE15735_CTRL_VS_HDAC_INHIBITOR_TREATED_CD4_TCELL_12H_DN	GSE15735_CTRL_VS_HDAC_INHIBITOR_TREATED_CD4_TCELL_12H_DN		200	-0.43499258	-1.3468978	0.1054614	0.11695782	0.423	12447	tags=45%, list=29%, signal=63%	
GSE1448_ANTI_VALPHA2_VS_VBETA5_DP_THYMOCYTE_UP	GSE1448_ANTI_VALPHA2_VS_VBETA5_DP_THYMOCYTE_UP		200	-0.41459435	-1.3468574	0.11130742	0.11695307	0.423	14569	tags=49%, list=34%, signal=74%	
GSE28726_NAIVE_VS_ACTIVATED_CD4_TCELL_UP	GSE28726_NAIVE_VS_ACTIVATED_CD4_TCELL_UP		200	-0.41956067	-1.3467464	0.1412844	0.11702034	0.423	14507	tags=46%, list=34%, signal=70%	
GSE36095_WT_VS_HDAC9_KO_TREG_DN	GSE36095_WT_VS_HDAC9_KO_TREG_DN		123	-0.43253228	-1.3465497	0.097297296	0.11717221	0.423	13162	tags=47%, list=31%, signal=68%	
GSE411_WT_VS_SOCS3_KO_MACROPHAGE_IL6_STIM_400MIN_DN	GSE411_WT_VS_SOCS3_KO_MACROPHAGE_IL6_STIM_400MIN_DN		200	-0.41399953	-1.3465168	0.09584087	0.11715908	0.423	12295	tags=38%, list=29%, signal=53%	
GSE40274_CTRL_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	GSE40274_CTRL_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP		141	-0.40870473	-1.3462399	0.07861061	0.11740444	0.423	12999	tags=45%, list=31%, signal=64%	
GSE16385_ROSIGLITAZONE_IL4_VS_IL4_ALONE_STIM_MACROPHAGE_12H_DN	GSE16385_ROSIGLITAZONE_IL4_VS_IL4_ALONE_STIM_MACROPHAGE_12H_DN		200	-0.41440904	-1.3461541	0.115248226	0.11744708	0.423	15256	tags=52%, list=36%, signal=82%	
GSE37301_HEMATOPOIETIC_STEM_CELL_VS_RAG2_KO_NK_CELL_UP	GSE37301_HEMATOPOIETIC_STEM_CELL_VS_RAG2_KO_NK_CELL_UP		174	-0.4312201	-1.3461401	0.107407406	0.11742148	0.423	12816	tags=46%, list=30%, signal=66%	
GSE41867_NAIVE_VS_DAY8_LCMV_EFFECTOR_CD8_TCELL_DN	GSE41867_NAIVE_VS_DAY8_LCMV_EFFECTOR_CD8_TCELL_DN		200	-0.4296837	-1.3460755	0.12635379	0.1174421	0.423	16204	tags=54%, list=38%, signal=87%	
GSE45365_WT_VS_IFNAR_KO_CD11B_DC_UP	GSE45365_WT_VS_IFNAR_KO_CD11B_DC_UP		196	-0.43483916	-1.3459105	0.1299435	0.11756438	0.423	12798	tags=46%, list=30%, signal=66%	
GSE2405_HEAT_KILLED_LYSATE_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_UP	GSE2405_HEAT_KILLED_LYSATE_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_UP		199	-0.42108262	-1.3458569	0.09660108	0.11757587	0.423	14821	tags=48%, list=35%, signal=74%	
GSE37416_CTRL_VS_12H_F_TULARENSIS_LVS_NEUTROPHIL_DN	GSE37416_CTRL_VS_12H_F_TULARENSIS_LVS_NEUTROPHIL_DN		198	-0.41500387	-1.3457762	0.10280374	0.117613345	0.423	14773	tags=47%, list=35%, signal=72%	
GSE41978_WT_VS_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP	GSE41978_WT_VS_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP		200	-0.42221567	-1.3457227	0.100182146	0.11761332	0.423	16281	tags=55%, list=38%, signal=89%	
GSE7568_IL4_VS_IL4_AND_DEXAMETHASONE_TREATED_MACROPHAGE_DN	GSE7568_IL4_VS_IL4_AND_DEXAMETHASONE_TREATED_MACROPHAGE_DN		151	-0.42367512	-1.3457055	0.11785714	0.11758936	0.423	14864	tags=50%, list=35%, signal=76%	
GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_DN	GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_DN		200	-0.41382536	-1.3456988	0.10163339	0.1175506	0.423	12551	tags=42%, list=30%, signal=59%	
GSE9960_HEALTHY_VS_GRAM_POS_SEPSIS_PBMC_DN	GSE9960_HEALTHY_VS_GRAM_POS_SEPSIS_PBMC_DN		197	-0.41662815	-1.3456979	0.11111111	0.1175069	0.423	14726	tags=49%, list=35%, signal=75%	
GSE5589_IL6_KO_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_DN	GSE5589_IL6_KO_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_DN		199	-0.42046264	-1.3456538	0.11882998	0.117506474	0.423	15161	tags=50%, list=36%, signal=78%	
GSE13493_CD4INTCD8POS_VS_CD8POS_THYMOCYTE_DN	GSE13493_CD4INTCD8POS_VS_CD8POS_THYMOCYTE_DN		198	-0.42390642	-1.3456519	0.10294118	0.11746324	0.423	16369	tags=55%, list=39%, signal=89%	
GSE10239_MEMORY_VS_KLRG1HIGH_EFF_CD8_TCELL_UP	GSE10239_MEMORY_VS_KLRG1HIGH_EFF_CD8_TCELL_UP		199	-0.4261668	-1.3455775	0.123861566	0.117492	0.423	16428	tags=57%, list=39%, signal=92%	
GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_DN	GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_DN		200	-0.42136303	-1.3455681	0.0907441	0.117454976	0.423	16115	tags=54%, list=38%, signal=87%	
GSE5589_WT_VS_IL10_KO_LPS_STIM_MACROPHAGE_45MIN_UP	GSE5589_WT_VS_IL10_KO_LPS_STIM_MACROPHAGE_45MIN_UP		200	-0.41451487	-1.3455523	0.09598604	0.117431544	0.423	14629	tags=47%, list=35%, signal=71%	
GSE17974_0H_VS_0.5H_IN_VITRO_ACT_CD4_TCELL_DN	GSE17974_0H_VS_0.5H_IN_VITRO_ACT_CD4_TCELL_DN		192	-0.41704333	-1.3455495	0.08056042	0.1173925	0.423	13891	tags=49%, list=33%, signal=73%	
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_0.5H_CD4_TCELL_DN	GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_0.5H_CD4_TCELL_DN		191	-0.4139487	-1.345501	0.081560284	0.11739216	0.423	12291	tags=44%, list=29%, signal=62%	
GSE37301_LYMPHOID_PRIMED_MPP_VS_RAG2_KO_NK_CELL_DN	GSE37301_LYMPHOID_PRIMED_MPP_VS_RAG2_KO_NK_CELL_DN		194	-0.41895258	-1.3454787	0.10754717	0.11737165	0.423	13062	tags=44%, list=31%, signal=63%	
GSE22886_TH1_VS_TH2_48H_ACT_DN	GSE22886_TH1_VS_TH2_48H_ACT_DN		200	-0.41971296	-1.3454677	0.09856631	0.11733804	0.423	12710	tags=46%, list=30%, signal=65%	
GSE7509_UNSTIM_VS_TNFA_IL1B_IL6_PGE_STIM_DC_DN	GSE7509_UNSTIM_VS_TNFA_IL1B_IL6_PGE_STIM_DC_DN		108	-0.41089347	-1.3454251	0.115523465	0.11734178	0.423	15692	tags=52%, list=37%, signal=82%	
GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN		200	-0.4254967	-1.3453758	0.11030742	0.117350824	0.423	17058	tags=56%, list=40%, signal=93%	
GSE20152_SPHK1_KO_VS_HTNFA_OVEREXPRESS_ANKLE_DN	GSE20152_SPHK1_KO_VS_HTNFA_OVEREXPRESS_ANKLE_DN		197	-0.42276686	-1.3452477	0.09671533	0.117422245	0.423	14629	tags=50%, list=35%, signal=76%	
GSE19888_ADENOSINE_A3R_INH_VS_INH_PRETREAT_AND_ACT_WITH_TCELL_MEMBRANES_MAST_CELL_UP	GSE19888_ADENOSINE_A3R_INH_VS_INH_PRETREAT_AND_ACT_WITH_TCELL_MEMBRANES_MAST_CELL_UP		200	-0.41433653	-1.3452182	0.06797853	0.1174112	0.423	12748	tags=43%, list=30%, signal=61%	
GSE5542_IFNG_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_24H_UP	GSE5542_IFNG_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_24H_UP		200	-0.4180199	-1.3450956	0.093235835	0.11748951	0.423	16502	tags=58%, list=39%, signal=95%	
GSE12198_CTRL_VS_HIGH_IL2_STIM_NK_CELL_DN	GSE12198_CTRL_VS_HIGH_IL2_STIM_NK_CELL_DN		200	-0.42150775	-1.3449428	0.10377359	0.117613174	0.423	10396	tags=38%, list=25%, signal=50%	
